Crosswalk of VCCF Types annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Aleix Puig-Barbe,,,,,
intestine-codex-stanford_L3,UBERON:0000160,enterocyte:cd57+,VCCF:0000203,CD57-positive enterocyte,CL:4033092,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,lymphocyte:cd7+,VCCF:0000204,CD7-positive lymphoid progenitor cell,CL:0001028,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,t cell:cd8+ alpha-beta,VCCF:0000205,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,dendritic cell,VCCF:0000206,dendritic cell,CL:0000451,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,endothelial cell of lymphatic vessel,VCCF:0000207,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,enterocyte,VCCF:0000208,enterocyte,CL:0000584,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,enterocyte:cd66+,VCCF:0000209,enterocyte:cd66-positive,CL:0000584,skos:narrowMatch
intestine-codex-stanford_L3,UBERON:0000160,enterocyte:muc1+,VCCF:0000210,enterocyte:muc1-positive,CL:0000584,skos:narrowMatch
intestine-codex-stanford_L3,UBERON:0000160,goblet cell,VCCF:0000211,goblet cell,CL:0000160,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,macrophage:inflammatory,VCCF:0000212,inflammatory macrophage,CL:0000863,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,interstitial cell of cajal,VCCF:0000213,interstitial cell of Cajal,CL:0002088,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,natural killer cell,VCCF:0000214,natural killer cell,CL:0000623,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,neuroendocrine cell,VCCF:0000215,neuroendocrine cell,CL:0000165,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,neuron,VCCF:0000216,neuron,CL:0000540,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,neutrophil,VCCF:0000217,neutrophil,CL:0000775,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,paneth cell,VCCF:0000218,paneth cell,CL:0000510,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,plasma cell,VCCF:0000219,plasma cell,CL:0000786,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,muscle cell:smooth,VCCF:0000220,smooth muscle cell,CL:0000192,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,stromal cell,VCCF:0000221,stromal cell,CL:0000499,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,transit amplifying cell,VCCF:0000222,transit amplifying cell,CL:0009010,skos:exactMatch
intestine-codex-stanford_L3,UBERON:0000160,transit amplifying cell:proliferating,VCCF:0000223,transit amplifying cell:proliferating,CL:0009010,skos:narrowMatch
lung-codex-urmc_L1,UBERON:0002048,immune cell,VCCF:0000224,leukocyte,CL:0000738,skos:broadMatch
lung-codex-urmc_L1,UBERON:0002048,endothelial cell,VCCF:0000225,endothelial cell,CL:0000115,skos:exactMatch
lung-codex-urmc_L1,UBERON:0002048,epithelial cell,VCCF:0000226,epithelial cell,CL:0000066,skos:exactMatch
lung-codex-urmc_L1,UBERON:0002048,mixed immune/epithelial cell population,VCCF:0000227,T cell/epithelial cell,CL:0000084/CL:0000066,skos:narrowMatch
lung-codex-urmc_L1,UBERON:0002048,unknown cell,VCCF:0000228,cell:unknown,CL:0000000,skos:narrowMatch
lung-codex-urmc_L1,UBERON:0002048,hematopoeitic precursor cell,VCCF:0000229,hematopoietic precursor cell,CL:0008001,skos:exactMatch
lung-codex-urmc_L1,UBERON:0002048,mesenchymal cell,VCCF:0000230,mesenchymal cell,CL:0008019,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,b cell,VCCF:0000231,B cell,CL:0000236,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,immune cell,VCCF:0000232,leukocyte,CL:0000738,skos:broadMatch
lung-codex-urmc_L2,UBERON:0002048,endothelial cell of capillary,VCCF:0000233,capillary endothelial cell,CL:0002144,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,t cell,VCCF:0000234,T cell,CL:0000084,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,endothelial cell of lymphatic vessel,VCCF:0000235,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,epithelial cell,VCCF:0000236,epithelial cell,CL:0000066,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,mixed t cell/epithelial cell population,VCCF:0000237,T cell/epithelial cell,CL:0000084/CL:0000066,skos:narrowMatch
lung-codex-urmc_L2,UBERON:0002048,leukocyte,VCCF:0000238,leukocyte,CL:0000738,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,unknown cell,VCCF:0000239,cell:unknown,CL:0000000,skos:narrowMatch
lung-codex-urmc_L2,UBERON:0002048,endothelial cell,VCCF:0000240,endothelial cell,CL:0000115,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,macrophage,VCCF:0000241,macrophage,CL:0000235,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,mast cell,VCCF:0000242,mast cell,CL:0000097,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,megakaryocyte,VCCF:0000243,megakaryocyte,CL:0000556,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,neutrophil,VCCF:0000244,neutrophil,CL:0000775,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,type 1 pneumocyte,VCCF:0000245,pulmonary alveolar type 1 cell,CL:0002062,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,type 2 pneumocyte,VCCF:0000246,pulmonary alveolar type 2 cell,CL:0002063,skos:exactMatch
lung-codex-urmc_L2,UBERON:0002048,muscle cell,VCCF:0000247,muscle cell,CL:0000187,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,b cell,VCCF:0000248,B cell,CL:0000236,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,immune cell,VCCF:0000249,leukocyte,CL:0000738,skos:broadMatch
lung-codex-urmc_L3,UBERON:0002048,endothelial cell of capillary,VCCF:0000250,capillary endothelial cell,CL:0002144,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,t cell:cd4+ alpha-beta,VCCF:0000251,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,t cell:cd4+ alpha-beta,VCCF:0000252,"lung resident memory CD4-positive, alpha-beta T cell",CL:4033038,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,t cell:cd8+,VCCF:0000253,"lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,t cell,VCCF:0000254,T cell,CL:0000084,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,endothelial cell of lymphatic vessel,VCCF:0000255,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,epithelial cell,VCCF:0000256,epithelial cell,CL:0000066,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,mixed t cell/epithelial cell population,VCCF:0000257,cell:mixed t cell/epithelial cell population,CL:0000000,skos:narrowMatch
lung-codex-urmc_L3,UBERON:0002048,leukocyte,VCCF:0000258,leukocyte,CL:0000738,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,unknown cell,VCCF:0000259,cell:unknown,CL:0000000,skos:narrowMatch
lung-codex-urmc_L3,UBERON:0002048,endothelial cell,VCCF:0000260,endothelial cell,CL:0000115,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,macrophage:interstitial,VCCF:0000261,lung interstitial macrophage,CL:4033043,skos:narrowMatch
lung-codex-urmc_L3,UBERON:0002048,macrophage,VCCF:0000262,macrophage,CL:0000235,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,macrophage,VCCF:0000263,alveolar macrophage,CL:0000583,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,mast cell,VCCF:0000264,mast cell,CL:0000097,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,megakaryocyte,VCCF:0000265,megakaryocyte,CL:0000556,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,neutrophil,VCCF:0000266,neutrophil,CL:0000775,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,pneumocyte:type 1,VCCF:0000267,pulmonary alveolar type 1 cell,CL:0002062,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,pneumocyte:type 2,VCCF:0000268,pulmonary alveolar type 2 cell,CL:0002063,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,muscle cell:smooth,VCCF:0000269,smooth muscle cell,CL:0000192,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,Basal Epithelial Cell,VCCF:0000270,basal epithelial cell of tracheobronchial tree,CL:0002329,skos:exactMatch
lung-codex-urmc_L3,UBERON:0002048,CD68+ Macrophage,VCCF:0000271,lung macrophage:CD68-positive,CL:1001603,skos:narrowMatch
lung-codex-urmc_L3,UBERON:0002048,Lymphatic Endothelial (and some immune cells),VCCF:0000272,cell: mix endothelial cell of lymphatic vessel/immune,CL:0000000,skos:narrowMatch
lung-codex-urmc_L3,UBERON:0002048,MPO+,VCCF:0000273,cell:MPO-positive,CL:0000000,skos:narrowMatch
lung-codex-urmc_L3,UBERON:0002048,Smooth Muscle Cell,VCCF:0000274,smooth muscle cell,CL:0000192,skos:exactMatch
lymphnode-codex-yale_L1,UBERON:0000029,immune cell,VCCF:0000275,leukocyte,CL:0000738,skos:broadMatch
lymphnode-codex-yale_L1,UBERON:0000029,mesenchymal cell,VCCF:0000276,mesenchymal cell,CL:0008019,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,macrophage,VCCF:0000277,macrophage,CL:0000235,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,b cell,VCCF:0000278,B cell,CL:0000236,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,dendritic cell,VCCF:0000279,dendritic cell,CL:0000451,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,lymphoid cell,VCCF:0000280,lymphocyte,CL:0000542,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,mast cell,VCCF:0000281,mast cell,CL:0000097,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,monocyte,VCCF:0000282,monocyte,CL:0000576,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,natural killer cell,VCCF:0000283,natural killer cell,CL:0000623,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,t cell,VCCF:0000284,T cell,CL:0000084,skos:exactMatch
lymphnode-codex-yale_L2,UBERON:0000029,muscle cell,VCCF:0000285,muscle cell,CL:0000187,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,macrophage,VCCF:0000286,macrophage,CL:0000235,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:activated,VCCF:0000287,B cell:activated,CL:0000236,skos:narrowMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:proliferating,VCCF:0000288,cycling B cell,CL:4033068,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:germinal center,VCCF:0000289,germinal center B cell,CL:0000844,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:germinal center pre-plasmablast,VCCF:0000290,germinal center B cell:pre-plasmablast,CL:0000844,skos:narrowMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:interferon,VCCF:0000291,B cell:interferon-stimulated,CL:0000236,skos:narrowMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:naive,VCCF:0000292,naive B cell,CL:0000788,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:plasma,VCCF:0000293,plasma cell,CL:0000786,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:pre-germinal center,VCCF:0000294,B cell:pre-germinal center,CL:0000236,skos:narrowMatch
lymphnode-codex-yale_L3,UBERON:0000029,dendritic cell:migratory,VCCF:0000295,migratory dendtritic cell,CL:4047054,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,dendritic cell:conventional 1,VCCF:0000296,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,dendritic cell:conventional 2,VCCF:0000297,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,dendritic cell:follicular,VCCF:0000298,follicular dendritic cell,CL:0000442,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,macrophage:inflammatory,VCCF:0000299,inflammatory macrophage,CL:0000863,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,lymphoid cell:innate,VCCF:0000300,innate lymphoid cell,CL:0001065,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,mast cell,VCCF:0000301,mast cell,CL:0000097,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,b cell:memory,VCCF:0000302,memory B cell,CL:0000787,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,monocyte,VCCF:0000303,monocyte,CL:0000576,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,natural killer cell,VCCF:0000304,natural killer cell,CL:0000623,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:mature natural killer,VCCF:0000305,mature NK T cell,CL:0000814,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,dendritic cell:plasmacytoid,VCCF:0000306,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:regulatory,VCCF:0000307,regulatory T cell,CL:0000815,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:cd4+ alpha-beta effector,VCCF:0000308,"effector CD4-positive, alpha-beta T cell",CL:0001044,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:cd4+ alpha-beta naive thymus-derived,VCCF:0000309,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:follicular helper,VCCF:0000310,T follicular helper cell,CL:0002038,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:cd8+ cd161+,VCCF:0000311,"CD8-positive, alpha-beta T cell:CD161-positive",CL:0000625,skos:narrowMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:cd8+,VCCF:0000312,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
lymphnode-codex-yale_L3,UBERON:0000029,t cell:tim3+,VCCF:0000313,T cell:tim3-positive,CL:0000084,skos:narrowMatch
lymphnode-codex-yale_L3,UBERON:0000029,muscle cell:smooth,VCCF:0000314,smooth muscle cell,CL:0000192,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L1,UBERON:0002450,immune cell,VCCF:0000315,leukocyte,CL:0000738,skos:broadMatch
maternalfetalinterface-mibitof-stanford_L1,UBERON:0002450,unknown cell,VCCF:0000316,cell:unknown,CL:0000000,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L1,UBERON:0002450,epithelial cell,VCCF:0000317,epithelial cell,CL:0000066,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L1,UBERON:0002450,mesenchymal cell,VCCF:0000318,mesenchymal cell,CL:0008019,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,t cell,VCCF:0000319,T cell,CL:0000084,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,unknown cell,VCCF:0000320,cell:unknown,CL:0000000,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,dendritic cell,VCCF:0000321,dendritic cell,CL:0000451,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,trophoblast,VCCF:0000322,trophoblast cell,CL:0000351,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,fibroblast,VCCF:0000323,fibroblast,CL:0000057,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,gland epithelium cell,VCCF:0000324,glandular secretory epithelial cell,CL:0000150,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,macrophage,VCCF:0000325,macrophage,CL:0000235,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,mast cell,VCCF:0000326,mast cell,CL:0000097,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,muscle cell,VCCF:0000327,muscle cell,CL:0000187,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L2,UBERON:0002450,natural killer cell,VCCF:0000328,natural killer cell,CL:0000623,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,t cell:cd4+ alpha-beta,VCCF:0000329,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,t cell:cd8+ alpha-beta,VCCF:0000330,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,unknown cell,VCCF:0000331,cell:unknown,CL:0000000,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,dendritic cell,VCCF:0000332,dendritic cell,CL:0000451,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,trophoblast:hla-g+ cd56+ extravillous,VCCF:0000333,extravillous trophoblast:hla-g-positive cd56-positive,CL:0008036,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,trophoblast:hla-g+ ck7- extravillous,VCCF:0000334,extravillous trophoblast:hla-g-positive ck7-negative,CL:0008036,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,trophoblast:hla-g+ ck7+ extravillous,VCCF:0000335,extravillous trophoblast:hla-g-positive ck7-positive,CL:0008036,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,"trophoblast:hla-g minus, cd57- ck7 low extravillous",VCCF:0000336,extravillous trophoblast:hla-g-negative cd57-negative ck7-low,CL:0008036,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,fibroblast,VCCF:0000337,fibroblast,CL:0000057,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,glandular cell of placenta,VCCF:0000338,glandular secretory epithelial cell:placenta,CL:0000150,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,hofbauer cell,VCCF:0000339,Hofbauer cell,CL:3000001,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,macrophage:1a,VCCF:0000340,macrophage:1a,CL:0000235,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,macrophage:1b,VCCF:0000341,macrophage:1b,CL:0000235,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,macrophage:2a,VCCF:0000342,macrophage:2a,CL:0000235,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,macrophage:2b,VCCF:0000343,macrophage:2b,CL:0000235,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,macrophage:2c,VCCF:0000344,macrophage:2c,CL:0000235,skos:narrowMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,mast cell,VCCF:0000345,mast cell,CL:0000097,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,t cell:mature natural killer,VCCF:0000346,mature NK T cell,CL:0000814,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,muscle cell,VCCF:0000347,muscle cell,CL:0000187,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,myofibroblast,VCCF:0000348,myofibroblast cell,CL:0000186,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,natural killer cell,VCCF:0000349,natural killer cell,CL:0000623,skos:exactMatch
maternalfetalinterface-mibitof-stanford_L3,UBERON:0002450,t cell:regulatory,VCCF:0000350,regulatory T cell,CL:0000815,skos:exactMatch
oralcavity-codex-czi_L1,UBERON:0000167,epithelial cell,VCCF:0000351,epithelial cell,CL:0000066,skos:exactMatch
oralcavity-codex-czi_L1,UBERON:0000167,mesenchymal cell,VCCF:0000352,mesenchymal cell,CL:0008019,skos:exactMatch
oralcavity-codex-czi_L1,UBERON:0000167,immune cell,VCCF:0000353,leukocyte,CL:0000738,skos:broadMatch
oralcavity-codex-czi_L1,UBERON:0000167,unknown cell,VCCF:0000354,cell:unknown,CL:0000000,skos:narrowMatch
oralcavity-codex-czi_L1,UBERON:0000167,neural cell,VCCF:0000355,neural cell,CL:0002319,skos:exactMatch
oralcavity-codex-czi_L1,UBERON:0000167,endothelial cell,VCCF:0000356,endothelial cell,CL:0000115,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,gland epithelium cell,VCCF:0000357,glandular secretory epithelial cell,CL:0000150,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,adipocyte,VCCF:0000358,adipocyte,CL:0000136,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,b cell,VCCF:0000359,B cell,CL:0000236,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,keratinocyte,VCCF:0000360,keratinocyte,CL:0000312,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,t cell,VCCF:0000361,T cell,CL:0000084,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,unknown cell,VCCF:0000362,cell:unknown,CL:0000000,skos:narrowMatch
oralcavity-codex-czi_L2,UBERON:0000167,dendritic cell,VCCF:0000363,dendritic cell,CL:0000451,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,gland epithelium cell,VCCF:0000364,epithelial cell:gland,CL:0000066,skos:narrowMatch
oralcavity-codex-czi_L2,UBERON:0000167,epithelial cell,VCCF:0000365,epithelial cell,CL:0000066,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,fibroblast,VCCF:0000366,fibroblast,CL:0000057,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,neuroglial cell/neuron,VCCF:0000367,neural cell:neuroglial/neuron,CL:0002319,skos:narrowMatch
oralcavity-codex-czi_L2,UBERON:0000167,langerhans cell,VCCF:0000368,Langerhans cell,CL:0000453,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,endothelial cell of lymphatic vessel,VCCF:0000369,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,macrophage,VCCF:0000370,macrophage,CL:0000235,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,mast cell,VCCF:0000371,mast cell,CL:0000097,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,perivascular cell,VCCF:0000372,perivascular cell,CL:4033054,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,myoepithelial cell,VCCF:0000373,myoepithelial cell,CL:0000185,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,neutrophil,VCCF:0000374,neutrophil,CL:0000775,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,natural killer cell,VCCF:0000375,natural killer cell,CL:0000623,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,muscle cell,VCCF:0000376,muscle cell,CL:0000187,skos:exactMatch
oralcavity-codex-czi_L2,UBERON:0000167,endothelial cell of vascular tree,VCCF:0000377,endothelial cell of vascular tree,CL:0002139,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,acinar cell of salivary gland,VCCF:0000378,acinar cell of salivary gland,CL:0002623,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,adipocyte,VCCF:0000379,adipocyte,CL:0000136,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,b cell,VCCF:0000380,B cell,CL:0000236,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,keratinocyte,VCCF:0000381,keratinocyte,CL:0000312,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,t cell:cd4+,VCCF:0000382,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,thymocyte:cd4-intermediate cd8+ double-positive,VCCF:0000383,"CD4-intermediate, CD8-positive double-positive thymocyte",CL:0002430,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,t cell:cd8+,VCCF:0000384,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,unknown cell,VCCF:0000385,cell:unknown,CL:0000000,skos:narrowMatch
oralcavity-codex-czi_L3,UBERON:0000167,dendritic cell,VCCF:0000386,dendritic cell,CL:0000451,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,epithelial cell:ductal,VCCF:0000387,duct epithelial cell,CL:0000068,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,epithelial cell,VCCF:0000388,epithelial cell,CL:0000066,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,fibroblast,VCCF:0000389,fibroblast,CL:0000057,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,t cell,VCCF:0000390,T cell,CL:0000084,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,glial cell/neuron,VCCF:0000391,neural cell:glial/neuron,CL:0002319,skos:narrowMatch
oralcavity-codex-czi_L3,UBERON:0000167,t cell:cd4+,VCCF:0000392,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,langerhans cell,VCCF:0000393,Langerhans cell,CL:0000453,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,endothelial cell of lymphatic vessel,VCCF:0000394,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,macrophage,VCCF:0000395,macrophage,CL:0000235,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,mast cell,VCCF:0000396,mast cell,CL:0000097,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,monocyte,VCCF:0000397,monocyte,CL:0000576,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,mural cell,VCCF:0000398,mural cell,CL:0008034,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,myofibroblast,VCCF:0000399,myofibroblast cell,CL:0000186,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,myoepithelial cell,VCCF:0000400,myoepithelial cell,CL:0000185,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,neutrophil,VCCF:0000401,neutrophil,CL:0000775,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,natural killer cell,VCCF:0000402,natural killer cell,CL:0000623,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,plasma cell,VCCF:0000403,plasma cell,CL:0000786,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,t cell:regulatory,VCCF:0000404,regulatory T cell,CL:0000815,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,muscle cell:skeletal,VCCF:0000405,cell of skeletal muscle,CL:0000188,skos:exactMatch
oralcavity-codex-czi_L3,UBERON:0000167,endothelial cell of vascular tree,VCCF:0000406,endothelial cell of vascular tree,CL:0002139,skos:exactMatch
