Crosswalk of CellTypist annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Ellen M. Quardokus,,,,,
liver_L1,UBERON:0002107,Classical monocytes,CT:0000226,classical monocyte,CL:0000860,skos:exactMatch
liver_L1,UBERON:0002107,DC1,CT:0000227,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
liver_L1,UBERON:0002107,DC2,CT:0000228,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
liver_L1,UBERON:0002107,Fibroblasts,CT:0000229,fibroblast,CL:0000057,skos:exactMatch
liver_L1,UBERON:0002107,Immune mix,CT:0000230,cell,CL:0000000,skos:narrowMatch
liver_L1,UBERON:0002107,Inflammatory macrophages,CT:0000231,inflammatory macrophage,CL:0000863,skos:exactMatch
liver_L1,UBERON:0002107,Interzonal hepatocytes,CT:0000232,midzonal region hepatocyte,CL:0019028,skos:exactMatch
liver_L1,UBERON:0002107,MAIT cells,CT:0000233,mucosal invariant T cell,CL:0000940,skos:exactMatch
liver_L1,UBERON:0002107,Macrophages,CT:0000234,macrophage,CL:0000235,skos:exactMatch
liver_L1,UBERON:0002107,Migratory DCs,CT:0000235,"dendritic cell, human:migratory",CL:0001056,skos:narrowMatch
liver_L1,UBERON:0002107,NK cells,CT:0000236,natural killer cell,CL:0000623,skos:exactMatch
liver_L1,UBERON:0002107,Neutrophils,CT:0000237,neutrophil,CL:0000775,skos:exactMatch
liver_L1,UBERON:0002107,Non-classical monocytes,CT:0000238,non-classical monocyte,CL:0000875,skos:exactMatch
liver_L1,UBERON:0002107,Non-inflammatory macrophages,CT:0000239,alternatively activated macrophage,CL:0000890,skos:exactMatch
liver_L1,UBERON:0002107,Pericentral hepatocytes,CT:0000240,centrilobular region hepatocyte,CL:0019029,skos:exactMatch
liver_L1,UBERON:0002107,Periportal LSECs,CT:0000241,endothelial cell of periportal hepatic sinusoid,CL:0019021,skos:exactMatch
liver_L1,UBERON:0002107,Periportal hepatocytes,CT:0000242,periportal region hepatocyte,CL:0019026,skos:exactMatch
liver_L1,UBERON:0002107,Plasma cells,CT:0000243,plasma cell,CL:0000786,skos:exactMatch
liver_L1,UBERON:0002107,Portal endothelial cells,CT:0000244,endothelial cell of hepatic portal vein,CL:0009094,skos:exactMatch
liver_L1,UBERON:0002107,Stellate cells,CT:0000245,hepatic stellate cell,CL:0000632,skos:exactMatch
liver_L1,UBERON:0002107,Tem/Temra cytotoxic T cells,CT:0000246,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,skos:exactMatch
liver_L1,UBERON:0002107,Tem/Trm cytotoxic T cells,CT:0000247,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
liver_L1,UBERON:0002107,pDC,CT:0000248,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
lung_L1,UBERON:0002048,AT1,CT:0000249,type I pneumocyte,CL:0002062,skos:exactMatch
lung_L1,UBERON:0002048,AT2,CT:0000250,type II pneumocyte,CL:0002063,skos:exactMatch
lung_L1,UBERON:0002048,Adventitial fibroblasts,CT:0000251,alveolar type 2 fibroblast cell,CL:4028006,skos:exactMatch
lung_L1,UBERON:0002048,Alveolar fibroblasts,CT:0000252,alveolar type 1 fibroblast cell,CL:4028004,skos:exactMatch
lung_L1,UBERON:0002048,Alveolar macrophages,CT:0000253,alveolar macrophage,CL:0000583,skos:exactMatch
lung_L1,UBERON:0002048,Arterial endothelial cells,CT:0000254,endothelial cell of artery,CL:1000413,skos:exactMatch
lung_L1,UBERON:0002048,Basal cells,CT:0000255,basal cell,CL:0000646,skos:exactMatch
lung_L1,UBERON:0002048,CD16+ NK cells,CT:0000256,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,skos:exactMatch
lung_L1,UBERON:0002048,CD16- NK cells,CT:0000257,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
lung_L1,UBERON:0002048,Capillary aerocytes,CT:0000258,alveolar capillary type 2 endothelial cell,CL:4028003,skos:exactMatch
lung_L1,UBERON:0002048,Capillary endothelial cells,CT:0000259,capillary endothelial cell,CL:0002144,skos:exactMatch
lung_L1,UBERON:0002048,Ciliated cells,CT:0000260,lung ciliated cell,CL:1000271,skos:exactMatch
lung_L1,UBERON:0002048,Classical monocytes,CT:0000261,classical monocyte,CL:0000860,skos:exactMatch
lung_L1,UBERON:0002048,Club cells,CT:0000262,club cell,CL:0000158,skos:exactMatch
lung_L1,UBERON:0002048,Cycling NK,CT:0000263,natural killer cell:cycling,CL:0000623,skos:narrowMatch
lung_L1,UBERON:0002048,Cycling T,CT:0000264,T cell:cycling,CL:0000084,skos:narrowMatch
lung_L1,UBERON:0002048,Cycling macrophages,CT:0000265,macrophage:cycling,CL:0000235,skos:narrowMatch
lung_L1,UBERON:0002048,DC1,CT:0000266,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
lung_L1,UBERON:0002048,DC2,CT:0000267,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
lung_L1,UBERON:0002048,Erythrocytes,CT:0000268,erythrocyte,CL:0000232,skos:exactMatch
lung_L1,UBERON:0002048,Fibromyocytes,CT:0000269,fibroblast,CL:0000057,skos:narrowMatch
lung_L1,UBERON:0002048,Follicular helper T cells,CT:0000270,T follicular helper cell,CL:0002038,skos:exactMatch
lung_L1,UBERON:0002048,Goblet cells,CT:0000271,goblet cell,CL:0000160,skos:exactMatch
lung_L1,UBERON:0002048,Intermediate macrophages,CT:0000272,macrophage:intermediate,CL:0000235,skos:narrowMatch
lung_L1,UBERON:0002048,Ionocytes,CT:0000273,ionocyte,CL:0005006,skos:exactMatch
lung_L1,UBERON:0002048,Lipofibroblasts,CT:0000274,alveolar type 1 fibroblast cell,CL:4028004,skos:narrowMatch
lung_L1,UBERON:0002048,Lymphatic endothelial cells,CT:0000275,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
lung_L1,UBERON:0002048,Macrophages,CT:0000276,macrophage,CL:0000235,skos:exactMatch
lung_L1,UBERON:0002048,Mast cells,CT:0000277,mast cell,CL:0000097,skos:exactMatch
lung_L1,UBERON:0002048,Memory B cells,CT:0000278,memory B cell,CL:0000787,skos:exactMatch
lung_L1,UBERON:0002048,Mesothelial cells,CT:0000279,mesothelial cell,CL:0000077,skos:exactMatch
lung_L1,UBERON:0002048,Migratory DCs,CT:0000280,"dendritic cell, human:migratory",CL:0001056,skos:narrowMatch
lung_L1,UBERON:0002048,Myofibroblasts,CT:0000281,myofibroblast cell,CL:0000186,skos:exactMatch
lung_L1,UBERON:0002048,Naive B cells,CT:0000282,naive B cell,CL:0000788,skos:exactMatch
lung_L1,UBERON:0002048,Non-classical monocytes,CT:0000283,non-classical monocyte,CL:0000875,skos:exactMatch
lung_L1,UBERON:0002048,Pericytes,CT:0000284,pericyte,CL:0000669,skos:exactMatch
lung_L1,UBERON:0002048,Plasma cells,CT:0000285,plasma cell,CL:0000786,skos:exactMatch
lung_L1,UBERON:0002048,Plasmablasts,CT:0000286,plasmablast,CL:0000980,skos:exactMatch
lung_L1,UBERON:0002048,Pulmonary SMC,CT:0000287,smooth muscle cell of the pulmonary artery,CL:0002591,skos:exactMatch
lung_L1,UBERON:0002048,Pulmonary venous endothelial cells,CT:0000288,vein endothelial cell,CL:0002543,skos:narrowMatch
lung_L1,UBERON:0002048,Regulatory T cells,CT:0000289,regulatory T cell,CL:0000815,skos:exactMatch
lung_L1,UBERON:0002048,Suprabasal cells,CT:0000290,respiratory suprabasal cell,CL:4033048,skos:exactMatch
lung_L1,UBERON:0002048,Systemic venous endothelial cells,CT:0000291,vein endothelial cell,CL:0002543,skos:exactMatch
lung_L1,UBERON:0002048,Tcm/Naive helper T cells,CT:0000292,"central memory CD4-positive, alpha-beta T cell",CL:0000904,skos:exactMatch
lung_L1,UBERON:0002048,Tem/Effector helper T cells,CT:0000293,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,skos:exactMatch
lung_L1,UBERON:0002048,Tem/Temra cytotoxic T cells,CT:0000294,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,skos:exactMatch
lung_L1,UBERON:0002048,Tem/Trm cytotoxic T cells,CT:0000295,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
lung_L1,UBERON:0002048,Trm cytotoxic T cells,CT:0000296,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
lung_L1,UBERON:0002048,pDC,CT:0000297,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
lymph node_L1,UBERON:0000029,Activated CD4 T cells,CT:0000298,"activated CD4-positive, alpha-beta T cell",CL:0000896,skos:exactMatch
lymph node_L1,UBERON:0000029,Age-associated B cells,CT:0000299,B cell:age-associated,CL:0000236,skos:narrowMatch
lymph node_L1,UBERON:0000029,BTAF1 high B cells,CT:0000300,B cell,CL:0000236,skos:narrowMatch
lymph node_L1,UBERON:0000029,BTAF1 high T cells,CT:0000301,B cell,CL:0000236,skos:narrowMatch
lymph node_L1,UBERON:0000029,CD16+ NK cells,CT:0000302,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,skos:exactMatch
lymph node_L1,UBERON:0000029,CD16- NK cells,CT:0000303,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
lymph node_L1,UBERON:0000029,Classical monocytes,CT:0000304,classical monocyte,CL:0000860,skos:exactMatch
lymph node_L1,UBERON:0000029,DC1,CT:0000305,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
lymph node_L1,UBERON:0000029,DC2,CT:0000306,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
lymph node_L1,UBERON:0000029,Endothelial cells,CT:0000307,endothelial cell,CL:0000115,skos:exactMatch
lymph node_L1,UBERON:0000029,Erythrophagocytic macrophages,CT:0000308,macrophage:erythrophagocytic,CL:0000235,skos:narrowMatch
lymph node_L1,UBERON:0000029,Follicular helper T cells,CT:0000309,T follicular helper cell,CL:0002038,skos:exactMatch
lymph node_L1,UBERON:0000029,Germinal center B cells,CT:0000310,germinal center B cell,CL:0000844,skos:exactMatch
lymph node_L1,UBERON:0000029,ILC,CT:0000311,innate lymphoid cell,CL:0001065,skos:exactMatch
lymph node_L1,UBERON:0000029,Lymphatic endothelial cells,CT:0000312,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
lymph node_L1,UBERON:0000029,MAIT cells,CT:0000313,mucosal invariant T cell,CL:0000940,skos:exactMatch
lymph node_L1,UBERON:0000029,Macrophages,CT:0000314,macrophage,CL:0000235,skos:exactMatch
lymph node_L1,UBERON:0000029,Mast cells,CT:0000315,mast cell,CL:0000097,skos:exactMatch
lymph node_L1,UBERON:0000029,Memory B cells,CT:0000316,memory B cell,CL:0000787,skos:exactMatch
lymph node_L1,UBERON:0000029,Migratory DCs,CT:0000317,"dendritic cell, human:migratory",CL:0001056,skos:narrowMatch
lymph node_L1,UBERON:0000029,Naive B cells,CT:0000318,naive B cell,CL:0000788,skos:exactMatch
lymph node_L1,UBERON:0000029,Non-classical monocytes,CT:0000319,non-classical monocyte,CL:0000875,skos:exactMatch
lymph node_L1,UBERON:0000029,Plasma cells,CT:0000320,plasma cell,CL:0000786,skos:exactMatch
lymph node_L1,UBERON:0000029,Plasmablasts,CT:0000321,plasmablast,CL:0000980,skos:exactMatch
lymph node_L1,UBERON:0000029,Regulatory T cells,CT:0000322,regulatory T cell,CL:0000815,skos:exactMatch
lymph node_L1,UBERON:0000029,Tcm/Naive cytotoxic T cells,CT:0000323,"central memory CD8-positive, alpha-beta T cell",CL:0000907,skos:exactMatch
lymph node_L1,UBERON:0000029,Tcm/Naive helper T cells,CT:0000324,"central memory CD4-positive, alpha-beta T cell",CL:0000904,skos:exactMatch
lymph node_L1,UBERON:0000029,Tem/Effector helper T cells,CT:0000325,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,skos:exactMatch
lymph node_L1,UBERON:0000029,Tem/Trm cytotoxic T cells,CT:0000326,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
lymph node_L1,UBERON:0000029,Trm cytotoxic T cells,CT:0000327,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
lymph node_L1,UBERON:0000029,mLN Stroma (FMO2+),CT:0000328,stromal cell,CL:0000499,skos:narrowMatch
lymph node_L1,UBERON:0000029,pDC,CT:0000329,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
pancreas_L1,UBERON:0001264,Acinar-mix,CT:0000330,pancreatic acinar cell,CL:0002064,skos:narrowMatch
pancreas_L1,UBERON:0001264,Activated stellate cells,CT:0000331,pancreatic stellate cell,CL:0002410,skos:narrowMatch
pancreas_L1,UBERON:0001264,Alpha cells,CT:0000332,pancreatic A cell,CL:0000171,skos:exactMatch
pancreas_L1,UBERON:0001264,Beta cells,CT:0000333,type B pancreatic cell,CL:0000169,skos:exactMatch
pancreas_L1,UBERON:0001264,Delta cells,CT:0000334,pancreatic D cell,CL:0000173,skos:exactMatch
pancreas_L1,UBERON:0001264,Ductal cells,CT:0000335,pancreatic ductal cell,CL:0002079,skos:exactMatch
pancreas_L1,UBERON:0001264,Endothelial cells,CT:0000336,endothelial cell,CL:0000115,skos:exactMatch
pancreas_L1,UBERON:0001264,Gamma cells,CT:0000337,pancreatic PP cell,CL:0002275,skos:exactMatch
pancreas_L1,UBERON:0001264,Idling acinar cells,CT:0000338,pancreatic acinar cell,CL:0002064,skos:narrowMatch
pancreas_L1,UBERON:0001264,MUC5B+ ductal cells,CT:0000339,pancreatic ductal cell,CL:0002079,skos:narrowMatch
pancreas_L1,UBERON:0001264,Macrophages,CT:0000340,macrophage,CL:0000235,skos:exactMatch
pancreas_L1,UBERON:0001264,Quiescent stellate cells,CT:0000341,pancreatic stellate cell,CL:0002410,skos:narrowMatch
pancreas_L1,UBERON:0001264,Secretory acinar cells,CT:0000342,pancreatic acinar cell,CL:0002064,skos:narrowMatch
pancreas_L1,UBERON:0001264,Stressed beta cells,CT:0000343,type B pancreatic cell,CL:0000169,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Adipocytes,CT:0000344,adipocyte,CL:0000136,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Arterial endothelial cells,CT:0000345,endothelial cell of artery,CL:1000413,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,C1QA+ CD74+ macrophages,CT:0000346,macrophage,CL:0000235,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Capillary endothelial cells,CT:0000347,capillary endothelial cell,CL:0002144,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Fast skeletal muscle,CT:0000348,fast muscle cell,CL:0000190,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Fibroblasts,CT:0000349,fibroblast,CL:0000057,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,LRRK2+ fast skeletal muscle,CT:0000350,fast muscle cell,CL:0000190,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Late erythroid,CT:0000351,erythroid lineage cell,CL:0000764,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Lymphatic endothelial cells,CT:0000352,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Lymphoid/Macrophage,CT:0000353,macrophage,CL:0000235,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Mast cells,CT:0000354,mast cell,CL:0000097,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Mesenchymal stem cells,CT:0000355,mesenchymal stem cell,CL:0000134,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,NK/T cells,CT:0000356,mature NK T cell,CL:0000814,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,PAX7 high MuSCs,CT:0000357,skeletal muscle satellite stem cell,CL:0008011,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,PAX7 low MuSCs,CT:0000358,skeletal muscle satellite stem cell,CL:0008011,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Pericytes,CT:0000359,pericyte,CL:0000669,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Ribosome high skeletal muscle,CT:0000360,cell of skeletal muscle,CL:0000188,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,S100A9+ LYZ+ macrophages,CT:0000361,macrophage,CL:0000235,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,SMC/Pericyte,CT:0000362,mural cell,CL:0008034,skos:narrowMatch
skeletal muscle_L1,UBERON:0001134,Slow skeletal muscle,CT:0000363,slow muscle cell,CL:0000189,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Tendon cells,CT:0000364,tendon cell,CL:0000388,skos:exactMatch
skeletal muscle_L1,UBERON:0001134,Venous endothelial cells,CT:0000365,vein endothelial cell,CL:0002543,skos:exactMatch
spleen_L1,UBERON:0002106,CD16+ NK cells,CT:0000366,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,skos:exactMatch
spleen_L1,UBERON:0002106,CD16- NK cells,CT:0000367,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
spleen_L1,UBERON:0002106,CRTAM+ gamma-delta T cells,CT:0000368,gamma-delta T cell,CL:0000798,skos:narrowMatch
spleen_L1,UBERON:0002106,Classical monocytes,CT:0000369,classical monocyte,CL:0000860,skos:exactMatch
spleen_L1,UBERON:0002106,Cycling immune mix,CT:0000370,leukocyte,CL:0000738,skos:narrowMatch
spleen_L1,UBERON:0002106,DC1,CT:0000371,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
spleen_L1,UBERON:0002106,DC2,CT:0000372,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
spleen_L1,UBERON:0002106,Endothelial cells,CT:0000373,endothelial cell,CL:0000115,skos:exactMatch
spleen_L1,UBERON:0002106,Erythrocytes,CT:0000374,erythrocyte,CL:0000232,skos:exactMatch
spleen_L1,UBERON:0002106,Erythroid,CT:0000375,erythroid lineage cell,CL:0000764,skos:exactMatch
spleen_L1,UBERON:0002106,Erythrophagocytic macrophages,CT:0000376,macrophage,CL:0000235,skos:narrowMatch
spleen_L1,UBERON:0002106,Follicular helper T cells,CT:0000377,T follicular helper cell,CL:0002038,skos:exactMatch
spleen_L1,UBERON:0002106,HSC/MPP,CT:0000378,hematopoietic multipotent progenitor cell,CL:0000837,skos:exactMatch
spleen_L1,UBERON:0002106,ILC,CT:0000379,innate lymphoid cell,CL:0001065,skos:exactMatch
spleen_L1,UBERON:0002106,Low-quality B cells,CT:0000380,B cell:low quality,CL:0000236,skos:narrowMatch
spleen_L1,UBERON:0002106,MAIT cells,CT:0000381,mucosal invariant T cell,CL:0000940,skos:exactMatch
spleen_L1,UBERON:0002106,Macrophages,CT:0000382,macrophage,CL:0000235,skos:exactMatch
spleen_L1,UBERON:0002106,Mast cells,CT:0000383,mast cell,CL:0000097,skos:exactMatch
spleen_L1,UBERON:0002106,Megakaryocytes/platelets,CT:0000384,megakaryocyte,CL:0000556,skos:exactMatch
spleen_L1,UBERON:0002106,Memory B cells,CT:0000385,memory B cell,CL:0000787,skos:exactMatch
spleen_L1,UBERON:0002106,Migratory DCs,CT:0000386,"dendritic cell, human:migratory",CL:0001056,skos:narrowMatch
spleen_L1,UBERON:0002106,Naive B cells,CT:0000387,naive B cell,CL:0000788,skos:exactMatch
spleen_L1,UBERON:0002106,Neutrophils,CT:0000388,neutrophil,CL:0000775,skos:exactMatch
spleen_L1,UBERON:0002106,Non-classical monocytes,CT:0000389,non-classical monocyte,CL:0000875,skos:exactMatch
spleen_L1,UBERON:0002106,Plasma cells,CT:0000390,plasma cell,CL:0000786,skos:exactMatch
spleen_L1,UBERON:0002106,Plasmablasts,CT:0000391,plasmablast,CL:0000980,skos:exactMatch
spleen_L1,UBERON:0002106,Regulatory T cells,CT:0000392,regulatory T cell,CL:0000815,skos:exactMatch
spleen_L1,UBERON:0002106,Tcm/Naive cytotoxic T cells,CT:0000393,"central memory CD8-positive, alpha-beta T cell",CL:0000907,skos:exactMatch
spleen_L1,UBERON:0002106,Tcm/Naive helper T cells,CT:0000394,"central memory CD4-positive, alpha-beta T cell",CL:0000904,skos:exactMatch
spleen_L1,UBERON:0002106,Tem/Effector helper T cells,CT:0000395,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,skos:exactMatch
spleen_L1,UBERON:0002106,Tem/Temra cytotoxic T cells,CT:0000396,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,skos:exactMatch
spleen_L1,UBERON:0002106,Tem/Trm cytotoxic T cells,CT:0000397,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
spleen_L1,UBERON:0002106,Trm cytotoxic T cells,CT:0000398,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:narrowMatch
spleen_L1,UBERON:0002106,pDC,CT:0000399,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,DC1,CT:0000400,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,DC2,CT:0000401,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Differentiated_KC,CT:0000402,corneocyte,CL:0002153,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,F1,CT:0000403,fibroblast:1,CL:0000057,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,F2,CT:0000404,fibroblast:2,CL:0000057,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,F3,CT:0000405,fibroblast:3,CL:0000057,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,ILC1_3,CT:0000406,"group 3 innate lymphoid cell, human",CL:0001078,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,ILC1_NK,CT:0000407,natural killer cell,CL:0000623,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,ILC2,CT:0000408,"group 2 innate lymphoid cell, human",CL:0001081,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Inf_mac,CT:0000409,inflammatory macrophage,CL:0000863,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,LC,CT:0000410,epidermal Langerhans cell,CL:0002457,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,LE1,CT:0000411,endothelial cell of lymphatic vessel:1,CL:0002138,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,LE2,CT:0000412,endothelial cell of lymphatic vessel:2,CL:0002138,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Macro_1,CT:0000413,macrophage:1,CL:0000235,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Macro_2,CT:0000414,macrophage:2,CL:0000235,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Mast_cell,CT:0000415,mast cell,CL:0000097,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Melanocyte,CT:0000416,melanocyte of skin,CL:1000458,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,MigDC,CT:0000417,"dendritic cell, human:migratory",CL:0001056,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Mono_mac,CT:0000418,macrophage:monocyte-derived,CL:0000235,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,NK,CT:0000419,natural killer cell,CL:0000623,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Pericyte_1,CT:0000420,pericyte:1,CL:0000669,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Pericyte_2,CT:0000421,pericyte:2,CL:0000669,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Plasma,CT:0000422,plasma cell,CL:0000786,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Schwann_1,CT:0000423,Schwann cell:1,CL:0002573,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Schwann_2,CT:0000424,Schwann cell:2,CL:0002573,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,Tc,CT:0000425,cytotoxic T cell,CL:0000910,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Th,CT:0000426,helper T cell,CL:0000912,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Treg,CT:0000427,regulatory T cell,CL:0000815,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,Undifferentiated_KC,CT:0000428,basal cell of epidermis,CL:0002187,skos:exactMatch
Adult_Human_Skin_pkl,UBERON:0002097,VE1,CT:0000429,blood vessel endothelial cell:1,CL:0000071,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,VE2,CT:0000430,blood vessel endothelial cell:2,CL:0000071,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,VE3,CT:0000431,blood vessel endothelial cell:3,CL:0000071,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,migLC,CT:0000432,epidermal Langerhans cell:migratory,CL:0002457,skos:narrowMatch
Adult_Human_Skin_pkl,UBERON:0002097,moDC,CT:0000433,monocyte-derived dendritic cell,CL:0011031,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,B cells,CT:0000434,B cell,CL:0000236,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Basophils,CT:0000435,basophil,CL:0000767,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Cholangiocytes,CT:0000436,cholangiocyte,CL:1000488,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Circulating NK/NKT,CT:0000437,mature NK T cell:circulating,CL:0000814,skos:narrowMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Endothelial cells,CT:0000438,endothelial cell,CL:0000115,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Fibroblasts,CT:0000439,fibroblast,CL:0000057,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Hepatocytes,CT:0000440,hepatocyte,CL:0000182,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Macrophages,CT:0000441,macrophage,CL:0000235,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Mig.cDCs,CT:0000442,monocyte-derived dendritic cell:migratory,CL:0011031,skos:narrowMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Mono+mono derived cells,CT:0000443,monocyte-derived dendritic cell,CL:0011031,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Neutrophils,CT:0000444,neutrophil,CL:0000775,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Plasma cells,CT:0000445,plasma cell,CL:0000786,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,Resident NK,CT:0000446,natural killer cell: liver tissue resident,CL:0000623,skos:narrowMatch
Healthy_Human_Liver_pkl,UBERON:0002107,T cells,CT:0000447,T cell,CL:0000084,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,cDC1s,CT:0000448,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,cDC2s,CT:0000449,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
Healthy_Human_Liver_pkl,UBERON:0002107,pDCs,CT:0000450,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
Adult_Human_PancreaticIslet_pkl,UBERON:0001264,PP,CT:0000451,pancreatic PP cell,CL:0002275,skos:exactMatch
Adult_Human_PancreaticIslet_pkl,UBERON:0001264,alpha_MHC II,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch
