"Anatomical Structures, Cell Types and Biomarkers Table for Blood Vasculature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Griffin Weber; Sujin Lee; Rajeev Malhotra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-2597-881X; 0000-0002-6692-6880; 0000-0003-0120-4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Marc Halushka; Avinash Boppana; Katherine S Gustilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-7112-7389; 0000-0003-0834-8274; 0000-0002-5574-4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy. Philadelphia, PA: Saunders/Elsevier. 2006.; Gray H. Gray's Anatomy: The Anatomical Basis of Clinical Practice (40th ed.). Churchill-Livingstone, Elsevier. 2008.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM546.QZBB.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,15-Jun-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID,AS/11,AS/11/LABEL,AS/11/ID,AS/12,AS/12/LABEL,AS/12/ID,AS/13,AS/13/LABEL,AS/13/ID,AS/14,AS/14/LABEL,AS/14/ID,AS/15,AS/15/LABEL,AS/15/ID,AS/16,AS/16/LABEL,AS/16/ID,AS/17,AS/17/LABEL,AS/17/ID,AS/18,AS/18/LABEL,AS/18/ID,AS/19,AS/19/LABEL,AS/19/ID,AS/20,AS/20/LABEL,AS/20/ID,CT/1,CT/1/LABEL,CT/1/ID,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,FTU/1/NOTES,REF/1,REF/1/ID,REF/1/NOTES
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,posterior temporal artery,posterior temporal artery,UBERON:0035261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Superficial_temporal_artery,https://en.wikipedia.org/wiki/Superficial_temporal_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,posterior temporal artery,posterior temporal artery,UBERON:0035261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Superficial_temporal_artery,https://en.wikipedia.org/wiki/Superficial_temporal_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,transverse facial artery,transverse facial artery,UBERON:0001615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Transverse_facial_artery,https://en.wikipedia.org/wiki/Transverse_facial_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,transverse facial artery,transverse facial artery,UBERON:0001615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Transverse_facial_artery,https://en.wikipedia.org/wiki/Transverse_facial_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,transverse facial artery,transverse facial artery,UBERON:0001615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Transverse_facial_artery,https://en.wikipedia.org/wiki/Transverse_facial_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,transverse facial artery,transverse facial artery,UBERON:0001615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Transverse_facial_artery,https://en.wikipedia.org/wiki/Transverse_facial_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,zygomatico-orbital artery,zygomatico-orbital artery,UBERON:0015157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,zygomatico-orbital artery,zygomatico-orbital artery,UBERON:0015157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,zygomatico-orbital artery,zygomatico-orbital artery,UBERON:0015157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superficial temporal artery,superficial temporal artery,UBERON:0001614,zygomatico-orbital artery,zygomatico-orbital artery,UBERON:0015157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,https://en.wikipedia.org/wiki/Zygomatico-orbital_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,cricothyroid artery,Cricothyroid artery,FMA:49483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,cricothyroid artery,Cricothyroid artery,FMA:49483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,cricothyroid artery,Cricothyroid artery,FMA:49483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,cricothyroid artery,Cricothyroid artery,FMA:49483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,infrahyoid artery,hyoid artery,UBERON:0005608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,infrahyoid artery,hyoid artery,UBERON:0005608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,infrahyoid artery,hyoid artery,UBERON:0005608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,infrahyoid artery,hyoid artery,UBERON:0005608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,sternocleidomastoid branch of superior thyroid artery,Sternocleidomastoid artery,FMA:49477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,sternocleidomastoid branch of superior thyroid artery,Sternocleidomastoid artery,FMA:49477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,sternocleidomastoid branch of superior thyroid artery,Sternocleidomastoid artery,FMA:49477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,sternocleidomastoid branch of superior thyroid artery,Sternocleidomastoid artery,FMA:49477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,superior laryngeal artery,Superior laryngeal artery,FMA:49480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,superior laryngeal artery,Superior laryngeal artery,FMA:49480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,superior laryngeal artery,Superior laryngeal artery,FMA:49480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,external carotid artery,external carotid artery,UBERON:0001070,superior thyroid artery,superior thyroid artery,UBERON:0007150,superior laryngeal artery,Superior laryngeal artery,FMA:49480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,,,,,https://en.wikipedia.org/wiki/Superior_thyroid_artery,https://en.wikipedia.org/wiki/Superior_thyroid_artery,For AS
blood vasculature,blood vasculature,UBERON:0004537,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,common carotid artery,common carotid artery plus branches,UBERON:0001530,internal carotid artery,internal carotid artery,UBERON:0001532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Internal_carotid_artery,https://en.wikipedia.org/wiki/Internal_carotid_artery,For AS
