"Anatomical Structures, Cell Types and Biomarkers Table for Skeleton",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Katherine S Gustilo; Griffin Weber,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-5574-4272; 0000-0002-2597-881X,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.",,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM233.TRCP.638,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2023",,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 2,metatarsal bone of digit 2,UBERON:0003651,head of second metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 2,metatarsal bone of digit 2,UBERON:0003651,shaft of second metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 3,metatarsal bone of digit 3,UBERON:0003652,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 3,metatarsal bone of digit 3,UBERON:0003652,base of third metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 3,metatarsal bone of digit 3,UBERON:0003652,head of third metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 3,metatarsal bone of digit 3,UBERON:0003652,shaft of third metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 4,metatarsal bone of digit 4,UBERON:0003653,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 4,metatarsal bone of digit 4,UBERON:0003653,base of fourth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 4,metatarsal bone of digit 4,UBERON:0003653,head of fourth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 4,metatarsal bone of digit 4,UBERON:0003653,shaft of fourth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 5,metatarsal bone of digit 5,UBERON:0003654,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 5,metatarsal bone of digit 5,UBERON:0003654,base of fifth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 5,metatarsal bone of digit 5,UBERON:0003654,head of fifth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 5,metatarsal bone of digit 5,UBERON:0003654,shaft of fifth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,metatarsal bone of digit 5,metatarsal bone of digit 5,UBERON:0003654,tuberosity of fifth metatarsal bone,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 2,middle phalanx of pedal digit 2,UBERON:0004324,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 2,middle phalanx of pedal digit 2,UBERON:0004324,base of second middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 2,middle phalanx of pedal digit 2,UBERON:0004324,head of second middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 2,middle phalanx of pedal digit 2,UBERON:0004324,shaft of second middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 3,middle phalanx of pedal digit 3,UBERON:0004325,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 3,middle phalanx of pedal digit 3,UBERON:0004325,base of third middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 3,middle phalanx of pedal digit 3,UBERON:0004325,head of third middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 3,middle phalanx of pedal digit 3,UBERON:0004325,shaft of third middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 4,middle phalanx of pedal digit 4,UBERON:0004326,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 4,middle phalanx of pedal digit 4,UBERON:0004326,base of fourth middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 4,middle phalanx of pedal digit 4,UBERON:0004326,head of fourth middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 4,middle phalanx of pedal digit 4,UBERON:0004326,shaft of fourth middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 5,middle phalanx of pedal digit 5,UBERON:0004327,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 5,middle phalanx of pedal digit 5,UBERON:0004327,base of fifth middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 5,middle phalanx of pedal digit 5,UBERON:0004327,head of fifth middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,middle phalanx of digit of foot 5,middle phalanx of pedal digit 5,UBERON:0004327,shaft of fifth middle phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,navicular bone of foot,navicular bone of pes,UBERON:0001451,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,navicular bone of foot,navicular bone of pes,UBERON:0001451,tuberosity of navicular,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 1,proximal phalanx of pedal digit 1,UBERON:0004332,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 1,proximal phalanx of pedal digit 1,UBERON:0004332,base of first proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 1,proximal phalanx of pedal digit 1,UBERON:0004332,head of first proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 1,proximal phalanx of pedal digit 1,UBERON:0004332,shaft of first proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 2,proximal phalanx of pedal digit 2,UBERON:0004333,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 2,proximal phalanx of pedal digit 2,UBERON:0004333,base of second proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 2,proximal phalanx of pedal digit 2,UBERON:0004333,head of second proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 2,proximal phalanx of pedal digit 2,UBERON:0004333,shaft of second proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 3,proximal phalanx of pedal digit 3,UBERON:0004334,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 3,proximal phalanx of pedal digit 3,UBERON:0004334,base of third proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 3,proximal phalanx of pedal digit 3,UBERON:0004334,head of third proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 3,proximal phalanx of pedal digit 3,UBERON:0004334,shaft of third proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 4,proximal phalanx of pedal digit 4,UBERON:0004335,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 4,proximal phalanx of pedal digit 4,UBERON:0004335,base of fourth proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 4,proximal phalanx of pedal digit 4,UBERON:0004335,head of fourth proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 4,proximal phalanx of pedal digit 4,UBERON:0004335,shaft of fourth proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 5,proximal phalanx of pedal digit 5,UBERON:0004336,,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 5,proximal phalanx of pedal digit 5,UBERON:0004336,base of fifth proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
skeleton,skeleton,UBERON:0004288,appendicular skeleton,appendicular skeleton,UBERON:0002091,leg bone,leg bone,UBERON:0005893,foot bone,pes bone,UBERON:0005899,proximal phalanx of digit of foot 5,proximal phalanx of pedal digit 5,UBERON:0004336,head of fifth proximal phalanx of foot,,,bone cell,bone cell,CL:0001035,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,
