"Anatomical Structures, Cell Types and Biomarkers Table for Anatomical Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM323.SHHZ.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID,AS/11,AS/11/LABEL,AS/11/ID,AS/12,AS/12/LABEL,AS/12/ID,AS/13,AS/13/LABEL,AS/13/ID,AS/14,AS/14/LABEL,AS/14/ID,AS/15,AS/15/LABEL,AS/15/ID,AS/16,AS/16/LABEL,AS/16/ID,AS/17,AS/17/LABEL,AS/17/ID,AS/18,AS/18/LABEL,AS/18/ID,AS/19,AS/19/LABEL,AS/19/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,BProtein/11,BProtein/11/LABEL,BProtein/11/ID,BProteoform/1,BProteoform/1/LABEL,BProteoform/1/ID,BProteoform/2,BProteoform/2/LABEL,BProteoform/2/ID,BLipid/1,BLipid/1/LABEL,BLipid/1/ID,BLipid/2,BLipid/2/LABEL,BLipid/2/ID,BMetabolites/1,BMetabolites/1/LABEL,BMetabolites/1/ID,BMetabolites/2,BMetabolites/2LABEL,BMetabolites/2/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,FTU/1/NOTES,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES,REF/5,REF/5/DOI,REF/5/NOTES,REF/6,REF/6/DOI,REF/6/NOTES
anatomical system,anatomical system,UBERON:0000467,excretory system,excretory system,UBERON:8450002,renal system,renal system,UBERON:0001008,upper urinary tract,upper urinary tract,UBERON:0011143,renal pelvis/ureter,renal pelvis/ureter,UBERON:0036295,ureter,ureter,UBERON:0000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,excretory system,excretory system,UBERON:8450002,renal system,renal system,UBERON:0001008,lower urinary tract,lower urinary tract,UBERON:0001556,urinary bladder,urinary bladder,UBERON:0001255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,reproductive system,reproductive system,UBERON:0000990,female reproductive system,female reproductive system,UBERON:0000474,ovary,ovary,UBERON:0000992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,reproductive system,reproductive system,UBERON:0000990,female reproductive system,female reproductive system,UBERON:0000474,internal genitalia,internal genitalia,UBERON:0004175,internal female genitalia,internal female genitalia,UBERON:0003975,fallopian tube,fallopian tube,UBERON:0003889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,reproductive system,reproductive system,UBERON:0000990,female reproductive system,female reproductive system,UBERON:0000474,internal genitalia,internal genitalia,UBERON:0004175,uterus,uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,reproductive system,reproductive system,UBERON:0000990,female reproductive system,female reproductive system,UBERON:0000474,placenta,placenta,UBERON:0001987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,reproductive system,reproductive system,UBERON:0000990,male reproductive system,male reproductive system,UBERON:0000079,male accessory sex gland,male accessory sex gland,UBERON:0010147,prostate gland,prostate gland,UBERON:0002367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,quadriceps femoris,quadriceps femoris,UBERON:0001377,vastus medialis,vastus medialis,UBERON:0001380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,quadriceps femoris,quadriceps femoris,UBERON:0001377,vastus lateralis,vastus lateralis,UBERON:0001379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,quadriceps femoris,quadriceps femoris,UBERON:0001377,vastus intermedius,vastus intermedius,UBERON:0014847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,quadriceps femoris,quadriceps femoris,UBERON:0001377,rectus femoris,rectus femoris,UBERON:0001378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,muscle of leg,muscle of leg,UBERON:0001383,hindlimb zeugopod muscle,hindlimb zeugopod muscle,UBERON:0004256,triceps surae,triceps surae,UBERON:0001665,gastrocnemius,gastrocnemius,UBERON:0001388,gastrocnemius lateralis,gastrocnemius lateralis,UBERON:0011908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,muscle of leg,muscle of leg,UBERON:0001383,hindlimb zeugopod muscle,hindlimb zeugopod muscle,UBERON:0004256,triceps surae,triceps surae,UBERON:0001665,gastrocnemius,gastrocnemius,UBERON:0001388,gastrocnemius medialis,gastrocnemius medialis,UBERON:0011907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,musculature of body,musculature of body,UBERON:0000383,skeletal musculature,skeletal musculature,UBERON:0018254,skeletal muscle organ,skeletal muscle organ,UBERON:0014892,limb muscle,limb muscle,UBERON:0003661,hindlimb muscle,hindlimb muscle,UBERON:0003663,muscle of leg,muscle of leg,UBERON:0001383,hindlimb zeugopod muscle,hindlimb zeugopod muscle,UBERON:0004256,triceps surae,triceps surae,UBERON:0001665,soleus muscle,soleus muscle,UBERON:0001389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,organ system subdivision,organ system subdivision,UBERON:0011216,organ system subdivision,organ system subdivision,UBERON:0011216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,nervous system,nervous system,UBERON:0001016,central nervous system,central nervous system,UBERON:0001017,brain,brain,UBERON:0000955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,nervous system,nervous system,UBERON:0001016,central nervous system,central nervous system,UBERON:0001017,spinal cord,spinal cord,UBERON:0002240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,nervous system,nervous system,UBERON:0001016,peripheral nervous system,peripheral nervous system,UBERON:0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatomical system,anatomical system,UBERON:0000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
