Crosswalk of Pan-human Azimuth Types annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Aleix Puig-Barbe,,,,,
body_proper,UBERON:0013702,Atrial cardiomyocyte,PAZ:0000227,regular atrial cardiac myocyte,CL:0002129,skos:exactMatch
body_proper,UBERON:0013702,Ventricular cardiomyocyte,PAZ:0000228,ventricular cardiac muscle cell,CL:2000046,skos:exactMatch
body_proper,UBERON:0013702,Fast-twitch skeletal muscle cell,PAZ:0000229,fast muscle cell,CL:0000190,skos:exactMatch
body_proper,UBERON:0013702,MYOM1+ skeletal muscle cell,PAZ:0000230,cell of skeletal muscle:MYOM1+,CL:0000188,skos:narrowMatch
body_proper,UBERON:0013702,Skeletal muscle myoblast,PAZ:0000231,skeletal muscle myoblast,CL:0000515,skos:exactMatch
body_proper,UBERON:0013702,Slow-twitch skeletal muscle cell,PAZ:0000232,slow muscle cell,CL:0000189,skos:exactMatch
body_proper,UBERON:0013702,Excitatory neuron,PAZ:0000233,neuron:excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Inhibitory neuron,PAZ:0000234,neuron:inhibitory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Miscellaneous neuron,PAZ:0000235,neuron:miscellaneous,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Amacrine cell,PAZ:0000236,amacrine cell,CL:0000561,skos:exactMatch
body_proper,UBERON:0013702,Bipolar cell,PAZ:0000237,retinal bipolar neuron,CL:0000748,skos:exactMatch
body_proper,UBERON:0013702,Cone cell,PAZ:0000238,retinal cone cell,CL:0000573,skos:exactMatch
body_proper,UBERON:0013702,Ganglion cell,PAZ:0000239,retinal ganglion cell,CL:0000740,skos:exactMatch
body_proper,UBERON:0013702,Horizontal cell,PAZ:0000240,retina horizontal cell,CL:0000745,skos:exactMatch
body_proper,UBERON:0013702,Rod cell,PAZ:0000241,retinal rod cell,CL:0000604,skos:exactMatch
body_proper,UBERON:0013702,CCL19/21 pericyte,PAZ:0000242,pericyte:CCL19/21,CL:0000669,skos:narrowMatch
body_proper,UBERON:0013702,CXCL+ pericyte,PAZ:0000243,pericyte:CXCL+,CL:0000669,skos:narrowMatch
body_proper,UBERON:0013702,CYGB+ pericyte,PAZ:0000244,pericyte:CYGB+,CL:0000669,skos:narrowMatch
body_proper,UBERON:0013702,SPRR2F+ pericyte,PAZ:0000245,pericyte:SPRR2F+,CL:0000669,skos:narrowMatch
body_proper,UBERON:0013702,CREB+MT1A+ vascular smooth muscle cell,PAZ:0000246,vascular associated smooth muscle cell:CREB+MT1A+,CL:0000359,skos:narrowMatch
body_proper,UBERON:0013702,Metallothionein+ smooth muscle cell,PAZ:0000247,vascular associated smooth muscle cell:Metallothionein+,CL:0000359,skos:narrowMatch
body_proper,UBERON:0013702,PCP4+ vascular smooth muscle cell,PAZ:0000248,vascular associated smooth muscle cell:PCP4+,CL:0000359,skos:narrowMatch
body_proper,UBERON:0013702,PSG5+ syncytiotrophoblast,PAZ:0000249,syncytiotrophoblast cell:PSG5+,CL:0000525,skos:narrowMatch
body_proper,UBERON:0013702,Villous cytotrophoblast,PAZ:0000250,placental villous trophoblast:cytotrophoblast,CL:2000060,skos:narrowMatch
body_proper,UBERON:0013702,Cycling extravillous trophoblast,PAZ:0000251,extravillous trophoblast:cycling,CL:0008036,skos:narrowMatch
body_proper,UBERON:0013702,SLC13A4+ Syncytiotrophoblast,PAZ:0000252,syncytiotrophoblast cell:SLC13A4+,CL:0000525,skos:narrowMatch
body_proper,UBERON:0013702,Fetal MHC- Collagen+ arterial EC,PAZ:0000253,fetal artery endothelial cell:MHC- collagen+,CL:4047006,skos:narrowMatch
body_proper,UBERON:0013702,Fetal MHC- Collagen+ capillary EC,PAZ:0000254,capillary endothelial cell:MHC- collagen -fetal,CL:0002144,skos:narrowMatch
body_proper,UBERON:0013702,Fetal MHC- Collagen+ venous EC,PAZ:0000255,fetal vein endothelial cell:MHC- collagen-,CL:4047011,skos:narrowMatch
body_proper,UBERON:0013702,DKK1+MMP1+ basal cell of bladder,PAZ:0000256,basal cell:DKK1+MMP1+ bladder,CL:0000646,skos:narrowMatch
body_proper,UBERON:0013702,FOS+ basal cell of bladder,PAZ:0000257,basal cell:FOS+ bladder,CL:0000646,skos:narrowMatch
body_proper,UBERON:0013702,MMP7+ basal cell of bladder,PAZ:0000258,basal cell:MMP7+ bladder,CL:0000646,skos:narrowMatch
body_proper,UBERON:0013702,CCSER1 mammary basal cell,PAZ:0000259,basal-myoepithelial cell of mammary gland:CCSER1,CL:0002324,skos:narrowMatch
body_proper,UBERON:0013702,CXCL14 mammary basal cell,PAZ:0000260,basal-myoepithelial cell of mammary gland:CXCL14,CL:0002324,skos:narrowMatch
body_proper,UBERON:0013702,KRT6B mammary basal cell,PAZ:0000261,basal-myoepithelial cell of mammary gland:KRT6B,CL:0002324,skos:narrowMatch
body_proper,UBERON:0013702,KRT17 mammary luminal cell,PAZ:0000262,luminal hormone-sensing cell of mammary gland:KRT17,CL:4033058,skos:narrowMatch
body_proper,UBERON:0013702,PIP mammary luminal cell,PAZ:0000263,luminal hormone-sensing cell of mammary gland:PIP,CL:4033058,skos:narrowMatch
body_proper,UBERON:0013702,Secretoglobin mammary luminal cell,PAZ:0000264,luminal hormone-sensing cell of mammary gland:Secretoglobin,CL:4033058,skos:narrowMatch
body_proper,UBERON:0013702,Cycling mammary luminal progenitor,PAZ:0000265,luminal adaptive secretory precursor cell of mammary gland:Cycling,CL:4033057,skos:narrowMatch
body_proper,UBERON:0013702,SAA2 mammary luminal progenitor,PAZ:0000266,luminal adaptive secretory precursor cell of mammary gland:SAA2,CL:4033057,skos:narrowMatch
body_proper,UBERON:0013702,SCGB3A1 mammary luminal progenitor,PAZ:0000267,luminal adaptive secretory precursor cell of mammary gland:SCGB3A1,CL:4033057,skos:narrowMatch
body_proper,UBERON:0013702,Secretoglobin mammary luminal progenitor,PAZ:0000268,luminal adaptive secretory precursor cell of mammary gland:Secretoglobin,CL:4033057,skos:narrowMatch
body_proper,UBERON:0013702,SFN mammary luminal progenitor,PAZ:0000269,luminal adaptive secretory precursor cell of mammary gland:SFN,CL:4033057,skos:narrowMatch
body_proper,UBERON:0013702,BEST4 enterocyte,PAZ:0000270,BEST4+ enterocyte,CL:4030026,skos:exactMatch
body_proper,UBERON:0013702,Podocyte,PAZ:0000271,podocyte,CL:0000653,skos:exactMatch
body_proper,UBERON:0013702,Type A intercalated cell,PAZ:0000272,renal alpha-intercalated cell,CL:0005011,skos:exactMatch
body_proper,UBERON:0013702,Type B intercalated cell,PAZ:0000273,renal beta-intercalated cell,CL:0002201,skos:exactMatch
body_proper,UBERON:0013702,CXCL6+ cholangiocyte,PAZ:0000274,cholangiocyte:CXCL6+,CL:1000488,skos:narrowMatch
body_proper,UBERON:0013702,SPINK1+SGMS2+ cholangiocyte,PAZ:0000275,cholangiocyte:SPINK1+SGMS2+,CL:1000488,skos:narrowMatch
body_proper,UBERON:0013702,TFF+ cholangiocyte,PAZ:0000276,cholangiocyte:TFF+,CL:1000488,skos:narrowMatch
body_proper,UBERON:0013702,AFP+ fetal hepatocyte,PAZ:0000277,hepatocyte:AFP+ fetal,CL:0000182,skos:narrowMatch
body_proper,UBERON:0013702,AT1,PAZ:0000278,pulmonary alveolar type 1 cell,CL:0002062,skos:exactMatch
body_proper,UBERON:0013702,AT2,PAZ:0000279,pulmonary alveolar type 2 cell,CL:0002063,skos:exactMatch
body_proper,UBERON:0013702,CDC20B+ Multiciliated cell,PAZ:0000280,lung multiciliated epithelial cell:CDC20B+,CL:1000271,skos:narrowMatch
body_proper,UBERON:0013702,MT2A+ granulosa cell,PAZ:0000281,granulosa cell:MT2A+,CL:0000501,skos:narrowMatch
body_proper,UBERON:0013702,OSR1+ granulosa cell,PAZ:0000282,granulosa cell:OSR1+,CL:0000501,skos:narrowMatch
body_proper,UBERON:0013702,PAX8+ granulosa cell,PAZ:0000283,granulosa cell,CL:0000501,skos:narrowMatch
body_proper,UBERON:0013702,TAC1+ granulosa cell,PAZ:0000284,granulosa cell,CL:0000501,skos:narrowMatch
body_proper,UBERON:0013702,TFF1+ ductal cell,PAZ:0000285,pancreatic ductal cell:TFF1+,CL:0002079,skos:narrowMatch
body_proper,UBERON:0013702,TUBA1A+ ductal cell,PAZ:0000286,pancreatic ductal cell:TUBA1A+,CL:0002079,skos:narrowMatch
body_proper,UBERON:0013702,Basal keratinocyte,PAZ:0000287,basal cell of epidermis,CL:0002187,skos:exactMatch
body_proper,UBERON:0013702,Cycling keratinocyte,PAZ:0000288,keratinocyte:cycling,CL:0000312,skos:narrowMatch
body_proper,UBERON:0013702,Granular keratinocyte,PAZ:0000289,granular cell of epidermis,CL:0002189,skos:exactMatch
body_proper,UBERON:0013702,Secretory cell,PAZ:0000290,keratinocyte:secretory,CL:0000312,skos:narrowMatch
body_proper,UBERON:0013702,Spinous keratinocyte,PAZ:0000291,prickle cell,CL:0000649,skos:exactMatch
body_proper,UBERON:0013702,CXCL2/3+ surface mucous cell,PAZ:0000292,mucous cell of stomach:CXCL2/3+ surface,CL:0002180,skos:narrowMatch
body_proper,UBERON:0013702,Cycling surface mucous cell,PAZ:0000293,mucous cell of stomach:cycling surface,CL:0002180,skos:narrowMatch
body_proper,UBERON:0013702,GKN1/2+ surface mucous cell,PAZ:0000294,mucous cell of stomach:GKN1/2+ surface,CL:0002180,skos:narrowMatch
body_proper,UBERON:0013702,Cycling Leydig cell,PAZ:0000295,Leydig cell:cycling,CL:0000178,skos:narrowMatch
body_proper,UBERON:0013702,Fetal Leydig cell,PAZ:0000296,Leydig cell:fetal,CL:0000178,skos:narrowMatch
body_proper,UBERON:0013702,IL1RAPL1+ Leyding cell,PAZ:0000297,Leydig cell:IL1RAPL1+,CL:0000178,skos:narrowMatch
body_proper,UBERON:0013702,INSL3+ Leydig cell,PAZ:0000298,Leydig cell:INSL3+,CL:0000178,skos:narrowMatch
body_proper,UBERON:0013702,Leydig cell progenitor,PAZ:0000299,Leydig stem cell,CL:0009091,skos:broadMatch
body_proper,UBERON:0013702,Peritubular myoid cell progenitor,PAZ:0000300,peritubular myoid cell:progenitor,CL:0002481,skos:narrowMatch
body_proper,UBERON:0013702,Cycling Sertoli cell,PAZ:0000301,Sertoli cell:cycling,CL:0000216,skos:narrowMatch
body_proper,UBERON:0013702,ROBO2+ fetal Sertoli cell,PAZ:0000302,Sertoli cell:ROBO2+ fetal,CL:0000216,skos:narrowMatch
body_proper,UBERON:0013702,Corneocyte-like mTEC,PAZ:0000303,medullary thymic epithelial cell type 3,CL:0009073,skos:exactMatch
body_proper,UBERON:0013702,Immature medullary thymic epithelial cell,PAZ:0000304,medullary thymic epithelial cell:immature,CL:0002365,skos:narrowMatch
body_proper,UBERON:0013702,CXCL14+POSTN+ fibroblast,PAZ:0000305,fibroblast:CXCL14+ POSTN+,CL:0000057,skos:narrowMatch
body_proper,UBERON:0013702,Cycling CXCL14+ fibroblast,PAZ:0000306,fibroblast:CXCL14+ cycling,CL:0000057,skos:narrowMatch
body_proper,UBERON:0013702,PTGDS+CXCL14+ fibroblast,PAZ:0000307,fibroblast:CXCL14+ PTGDS+,CL:0000057,skos:narrowMatch
body_proper,UBERON:0013702,Elongated spermatid,PAZ:0000308,spermatid:elongated,CL:0000018,skos:narrowMatch
body_proper,UBERON:0013702,Elongating spermatid,PAZ:0000309,spermatid:elongating,CL:0000018,skos:narrowMatch
body_proper,UBERON:0013702,Round spermatid,PAZ:0000310,spermatid:round,CL:0000018,skos:narrowMatch
body_proper,UBERON:0013702,Cycling spermatogonial stem cell,PAZ:0000311,spermatogonium:cycling,CL:0000020,skos:narrowMatch
body_proper,UBERON:0013702,Fibrous astrocyte,PAZ:0000312,fibrous astrocyte:brain,CL:4042008,skos:narrowMatch
body_proper,UBERON:0013702,Protoplasmic astrocyte,PAZ:0000313,protoplasmic astrocyte:brain,CL:4042007,skos:narrowMatch
body_proper,UBERON:0013702,Oligodendrocyte progenitor cell,PAZ:0000314,oligodendrocyte precursor cell,CL:0002453,skos:exactMatch
body_proper,UBERON:0013702,Platelet,PAZ:0000315,platelet,CL:0000233,skos:exactMatch
body_proper,UBERON:0013702,Erythroblast,PAZ:0000316,erythroblast,CL:0000765,skos:exactMatch
body_proper,UBERON:0013702,Fetal HBG+ erythrocyte,PAZ:0000317,erythrocyte:fetal,CL:0000232,skos:narrowMatch
body_proper,UBERON:0013702,Early GMP,PAZ:0000318,granulocyte monocyte progenitor cell:early,CL:0000557,skos:narrowMatch
body_proper,UBERON:0013702,Late GMP,PAZ:0000319,granulocyte monocyte progenitor cell:late,CL:0000557,skos:narrowMatch
body_proper,UBERON:0013702,MPP-Cycling,PAZ:0000320,hematopoietic multipotent progenitor cell:cyling,CL:0000837,skos:narrowMatch
body_proper,UBERON:0013702,MPP-MkEry,PAZ:0000321,hematopoietic multipotent progenitor cell:MkEry,CL:0000837,skos:narrowMatch
body_proper,UBERON:0013702,MPP-MyLy,PAZ:0000322,hematopoietic multipotent progenitor cell:MyLy,CL:0000837,skos:narrowMatch
body_proper,UBERON:0013702,B cell precursor,PAZ:0000323,precursor B cell,CL:0000817,skos:exactMatch
body_proper,UBERON:0013702,Cycling B,PAZ:0000324,cycling B cell,CL:4033068,skos:exactMatch
body_proper,UBERON:0013702,Germinal center B cell,PAZ:0000325,germinal center B cell,CL:0000844,skos:exactMatch
body_proper,UBERON:0013702,Memory B cell,PAZ:0000326,memory B cell,CL:0000787,skos:exactMatch
body_proper,UBERON:0013702,Naive B cell,PAZ:0000327,naive B cell,CL:0000788,skos:exactMatch
body_proper,UBERON:0013702,Plasma cell,PAZ:0000328,plasma cell,CL:0000786,skos:exactMatch
body_proper,UBERON:0013702,Cycling T/NK cell,PAZ:0000329,lymphocyte:cycling T/NK,CL:0000542,skos:narrowMatch
body_proper,UBERON:0013702,ILC,PAZ:0000330,innate lymphoid cell,CL:0001065,skos:exactMatch
body_proper,UBERON:0013702,NK cell,PAZ:0000331,natural killer cell,CL:0000623,skos:exactMatch
body_proper,UBERON:0013702,T cell,PAZ:0000332,T cell,CL:0000084,skos:exactMatch
body_proper,UBERON:0013702,G2/M phase myeloid cell,PAZ:0000333,cycling myeloid cell:G2/M phase,CL:4033081,skos:narrowMatch
body_proper,UBERON:0013702,S phase myeloid cell,PAZ:0000334,cycling myeloid cell:S phase,CL:4033081,skos:narrowMatch
body_proper,UBERON:0013702,ASDC,PAZ:0000335,"Axl+ dendritic cell, human",CL:0017009,skos:exactMatch
body_proper,UBERON:0013702,cDC,PAZ:0000336,conventional dendritic cell,CL:0000990,skos:exactMatch
body_proper,UBERON:0013702,mregDC,PAZ:0000337,dendritic cell:mature dendritic cell enriched in immunoregulatory molecules,CL:0000451,skos:narrowMatch
body_proper,UBERON:0013702,pDC,PAZ:0000338,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
body_proper,UBERON:0013702,Mast cell,PAZ:0000339,mast cell,CL:0000097,skos:exactMatch
body_proper,UBERON:0013702,Neutrophil,PAZ:0000340,neutrophil,CL:0000775,skos:exactMatch
body_proper,UBERON:0013702,Cycling macrophage,PAZ:0000341,cycling macrophage,CL:4033076,skos:exactMatch
body_proper,UBERON:0013702,DIAPH3+ macrophage,PAZ:0000342,macrophage:DIAPH3+,CL:0000235,skos:narrowMatch
body_proper,UBERON:0013702,LYVE1 macrophage,PAZ:0000343,macrophage:LYVE1,CL:0000235,skos:narrowMatch
body_proper,UBERON:0013702,M1 macrophage,PAZ:0000344,inflammatory macrophage,CL:0000863,skos:exactMatch
body_proper,UBERON:0013702,Tissue resident macrophage,PAZ:0000345,tissue-resident macrophage,CL:0000864,skos:exactMatch
body_proper,UBERON:0013702,CD14 monocyte,PAZ:0000346,CD14-positive monocyte,CL:0001054,skos:exactMatch
body_proper,UBERON:0013702,CD14/CD16 monocyte,PAZ:0000347,monocyte:CD14orCD16,CL:0000576,skos:narrowMatch
body_proper,UBERON:0013702,CD16 monocyte,PAZ:0000348,monocyte:CD16,CL:0000576,skos:narrowMatch
body_proper,UBERON:0013702,Placenta CAMP+ monocyte,PAZ:0000349,monocyte:placenta CAMP+,CL:0000576,skos:narrowMatch
body_proper,UBERON:0013702,Placenta defensin+ monocyte,PAZ:0000350,monocyte:placenta defensin+,CL:0000576,skos:narrowMatch
body_proper,UBERON:0013702,Fetal ventricular cardiomyocyte,PAZ:0000351,ventricular cardiac muscle cell:fetal,CL:2000046,skos:narrowMatch
body_proper,UBERON:0013702,Amygdala excitatory neuron,PAZ:0000352,amygdala excitatory neuron,CL:4023039,skos:exactMatch
body_proper,UBERON:0013702,Cortical excitatory neuron,PAZ:0000353,neuron:cortical excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Hippocampal excitatory neurons,PAZ:0000354,neuron:hippocampal excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,PLCH1 L4/5 excitatory neuron,PAZ:0000355,neuron:PLCH1 L4/5 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Pyramidal neuron,PAZ:0000356,pyramidal neuron,CL:0000598,skos:exactMatch
body_proper,UBERON:0013702,Thalamic excitatory neuron,PAZ:0000357,thalamic excitatory neuron,CL:4023068,skos:exactMatch
body_proper,UBERON:0013702,Cerebellar inhibitory neuron,PAZ:0000358,neuron:cerebellar inhibitory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,CGE-derived inhibitory neuron,PAZ:0000359,caudal ganglionic eminence derived cortical interneuron,CL:4023064,skos:exactMatch
body_proper,UBERON:0013702,CXCL14 inhibitory neuron,PAZ:0000360,neuron:CXCL14 inhibitory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Medium spiny neurons,PAZ:0000361,medium spiny neuron,CL:1001474,skos:exactMatch
body_proper,UBERON:0013702,MGE-derived inhibitory neuron,PAZ:0000362,medial ganglionic eminence derived GABAergic cortical interneuron,CL:4023069,skos:exactMatch
body_proper,UBERON:0013702,Midbrain-derived inhibitory neuron,PAZ:0000363,midbrain-derived inhibitory neuron,CL:4023079,skos:exactMatch
body_proper,UBERON:0013702,PVALB inhibitory neuron,PAZ:0000364,neuron:PVALB inhibitory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Lower rhombic lip-derived neuron,PAZ:0000365,neuron:lower rhombic lip-derived,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Mammillary body neuron,PAZ:0000366,mammillary body neuron,CL:4023074,skos:exactMatch
body_proper,UBERON:0013702,Splatter neuron,PAZ:0000367,neuron:splatter,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Upper rhombic lip-derived neuron,PAZ:0000368,neuron:upper rhombic lip-derived,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Cone-OFF-bipolar cell,PAZ:0000369,OFF-bipolar cell:cone,CL:0000750,skos:narrowMatch
body_proper,UBERON:0013702,Cone-ON-bipolar cell,PAZ:0000370,ON-bipolar cell:cone,CL:0000749,skos:narrowMatch
body_proper,UBERON:0013702,PCP4L1+ bipolar cell,PAZ:0000371,retinal bipolar neuron:PCP4L1+,CL:0000748,skos:narrowMatch
body_proper,UBERON:0013702,Rod-bipolar cell,PAZ:0000372,rod bipolar cell,CL:0000751,skos:exactMatch
body_proper,UBERON:0013702,Cycling villous cytotrophoblast,PAZ:0000373,placental villous trophoblast:cycling cytotrophoblast,CL:2000060,skos:narrowMatch
body_proper,UBERON:0013702,Cycling AT2,PAZ:0000374,cycling pulmonary alveolar type 2 cell,CL:4033080,skos:exactMatch
body_proper,UBERON:0013702,G2/M phase surface mucous cell,PAZ:0000375,mucous cell of stomach:G2/M phase cycling surface,CL:0002180,skos:narrowMatch
body_proper,UBERON:0013702,S phase surface mucous cell,PAZ:0000376,mucous cell of stomach:S phasecycling surface,CL:0002180,skos:narrowMatch
body_proper,UBERON:0013702,Early SOX4+ erythroblast,PAZ:0000377,erythroblast:early SOX4+,CL:0000765,skos:narrowMatch
body_proper,UBERON:0013702,Intermediate EPCAM+ erythroblast,PAZ:0000378,erythroblast:intermediate EPCAM+,CL:0000765,skos:narrowMatch
body_proper,UBERON:0013702,Late hemoglobin+ erythroblast,PAZ:0000379,erythroblast:late hemoglobin+,CL:0000765,skos:narrowMatch
body_proper,UBERON:0013702,Pre-ProB cell,PAZ:0000380,fraction A pre-pro B cell,CL:0002045,skos:exactMatch
body_proper,UBERON:0013702,PreB cell,PAZ:0000381,precursor B cell:preB,CL:0000817,skos:narrowMatch
body_proper,UBERON:0013702,ProB cell,PAZ:0000382,pro-B cell,CL:0000826,skos:exactMatch
body_proper,UBERON:0013702,Plasma cell precursor,PAZ:0000383,plasmablast,CL:0000980,skos:exactMatch
body_proper,UBERON:0013702,Cycling T cell,PAZ:0000384,cycling T cell,CL:4033069,skos:exactMatch
body_proper,UBERON:0013702,SLAMF1-XCL+ ILC,PAZ:0000385,innate lymphoid cell:SLAMF1- XCL+,CL:0001065,skos:narrowMatch
body_proper,UBERON:0013702,SLAMF1+XCL- ILC,PAZ:0000386,innate lymphoid cell:SLAMF1+ XCL-,CL:0001065,skos:narrowMatch
body_proper,UBERON:0013702,CD16 NK cell,PAZ:0000387,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,skos:exactMatch
body_proper,UBERON:0013702,CD56 NK cell,PAZ:0000388,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
body_proper,UBERON:0013702,Tissue-resident NK cell,PAZ:0000389,natural killer cell:tissue-resident,CL:0000623,skos:narrowMatch
body_proper,UBERON:0013702,abT (entry) cell,PAZ:0000390,alpha-beta T cell,CL:0000789,skos:exactMatch
body_proper,UBERON:0013702,Agonist T cell,PAZ:0000391,T cell:agonist,CL:0000084,skos:narrowMatch
body_proper,UBERON:0013702,CD4 T cell,PAZ:0000392,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
body_proper,UBERON:0013702,CD8 T cell,PAZ:0000393,T cell:CD8,CL:0000084,skos:narrowMatch
body_proper,UBERON:0013702,Cycling DN/DP T cell,PAZ:0000394,cycling T cell:DN/DP,CL:4033069,skos:narrowMatch
body_proper,UBERON:0013702,Double negative T cell,PAZ:0000395,double negative thymocyte,CL:0002489,skos:exactMatch
body_proper,UBERON:0013702,Double positive T cell,PAZ:0000396,"double-positive, alpha-beta thymocyte",CL:0000809,skos:exactMatch
body_proper,UBERON:0013702,gdT cell,PAZ:0000397,gamma-delta T cell,CL:0000798,skos:exactMatch
body_proper,UBERON:0013702,INF-activated T cell,PAZ:0000398,T cell:IFN-activated,CL:0000084,skos:narrowMatch
body_proper,UBERON:0013702,MAIT cell,PAZ:0000399,mucosal invariant T cell,CL:0000940,skos:exactMatch
body_proper,UBERON:0013702,Memory T cell,PAZ:0000400,memory T cell,CL:0000813,skos:exactMatch
body_proper,UBERON:0013702,Naive T cell,PAZ:0000401,naive T cell,CL:0000898,skos:exactMatch
body_proper,UBERON:0013702,cDC1,PAZ:0000402,CD141-positive myeloid dendritic cell,CL:0002394,skos:exactMatch
body_proper,UBERON:0013702,cDC2,PAZ:0000403,CD1c-positive myeloid dendritic cell,CL:0002399,skos:exactMatch
body_proper,UBERON:0013702,Neutrophil precursor,PAZ:0000404,neutrophil progenitor cell,CL:0000834,skos:exactMatch
body_proper,UBERON:0013702,Cycling LYVE1 macrophage,PAZ:0000405,macrophage:LYVE1 cycling,CL:0000235,skos:narrowMatch
body_proper,UBERON:0013702,Alveolar macrophage,PAZ:0000406,alveolar macrophage,CL:0000583,skos:exactMatch
body_proper,UBERON:0013702,Hofbauer cell,PAZ:0000407,Hofbauer cell,CL:3000001,skos:exactMatch
body_proper,UBERON:0013702,Microglia,PAZ:0000408,microglial cell,CL:0000129,skos:exactMatch
body_proper,UBERON:0013702,MHCII high CD14 monocyte,PAZ:0000409,CD14-positive monocyte:MHCII high,CL:0001054,skos:narrowMatch
body_proper,UBERON:0013702,MHCII low CD14 monocyte,PAZ:0000410,CD14-positive monocyte:MHCII low,CL:0001054,skos:narrowMatch
body_proper,UBERON:0013702,Deep-layer excitatory neuron,PAZ:0000411,neuron:deep-layer excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Upper-layer excitatory neuron,PAZ:0000412,neuron:upper-layer excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Hippocampal CA1-3 neuron,PAZ:0000413,neuron:hippocampal CA1-3 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Hippocampal CA4 neuron,PAZ:0000414,neuron:hippocampal CA4 excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,Hippocampal dentate gyrus neuron,PAZ:0000415,neuron:hippocampal dentate gyrus excitatory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,PAX2 inhibitory neuron,PAZ:0000416,neuron:PAX2 cerebellar inhibitory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,SCGN inhibitory neuron,PAZ:0000417,neuron:SCGN cerebellar inhibitory,CL:0000540,skos:narrowMatch
body_proper,UBERON:0013702,SV2C inhibitory neuron,PAZ:0000418,caudal ganglionic eminence derived cortical interneuron:SV2C,CL:4023064,skos:narrowMatch
body_proper,UBERON:0013702,VIP inhibitory neuron,PAZ:0000419,VIP GABAergic cortical interneuron,CL:4023016,skos:exactMatch
body_proper,UBERON:0013702,D1 medium spiny neuron,PAZ:0000420,direct pathway medium spiny neuron,CL:4023026,skos:exactMatch
body_proper,UBERON:0013702,D2 medium spiny neuron,PAZ:0000421,indirect pathway medium spiny neuron,CL:4023029,skos:exactMatch
body_proper,UBERON:0013702,Eccentric medium spiny neuron,PAZ:0000422,eccentric medium spiny neuron,CL:4030057,skos:exactMatch
body_proper,UBERON:0013702,SST inhibitory neuron,PAZ:0000423,sst GABAergic cortical interneuron,CL:4023017,skos:exactMatch
body_proper,UBERON:0013702,Cycling late hemoglobin+ erythroblast,PAZ:0000424,erythroblast:cycling late hemoglobin+,CL:0000765,skos:narrowMatch
body_proper,UBERON:0013702,Cycling preB cell,PAZ:0000425,precursor B cell:cycling preB,CL:0000817,skos:narrowMatch
body_proper,UBERON:0013702,Cycling proB cell,PAZ:0000426,pro-B cell:cycling,CL:0000826,skos:narrowMatch
body_proper,UBERON:0013702,GZMK NK cell,PAZ:0000427,natural killer cell:GZMK,CL:0000623,skos:narrowMatch
body_proper,UBERON:0013702,GZMK cytotoxic CD4 T cell,PAZ:0000428,"CD4-positive, alpha-beta cytotoxic T cell:GZMK",CL:0000934,skos:narrowMatch
body_proper,UBERON:0013702,KLRB1 cytotoxic CD4 T,PAZ:0000429,"CD4-positive, alpha-beta cytotoxic T cell:KLRB1",CL:0000934,skos:narrowMatch
body_proper,UBERON:0013702,Memory CD4 T cell,PAZ:0000430,"CD4-positive, alpha-beta memory T cell",CL:0000897,skos:exactMatch
body_proper,UBERON:0013702,Naive CD4 T cell,PAZ:0000431,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,skos:exactMatch
body_proper,UBERON:0013702,Tfh cell,PAZ:0000432,T follicular helper cell,CL:0002038,skos:exactMatch
body_proper,UBERON:0013702,Treg cell,PAZ:0000433,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,skos:exactMatch
body_proper,UBERON:0013702,CD8aa+ T cell,PAZ:0000434,T cell:CD8aa+,CL:0000084,skos:narrowMatch
body_proper,UBERON:0013702,Memory CD8 T cell,PAZ:0000435,"CD8-positive, alpha-beta memory T cell",CL:0000909,skos:exactMatch
body_proper,UBERON:0013702,Naive CD8 T cell,PAZ:0000436,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,skos:exactMatch
